hhid,child_sex,child_age,home_language,stories_songs,read,confident,how_well_demands,primary_cg_ed,ACE,state
17055242,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Idaho
17055339,Male,5,English,4-6 days,Every day,Mostly confident,Very well,"Some College Credit, no Degree",1,Maryland
17055546,Male,5,English,1-3 days,1-3 days,Mostly confident,Not very well,High School Graduate or GED,Exp 2 ACE,South Dakota
17055882,Female,5,Other,1-3 days,1-3 days,Completely confident,Very well,Master’s Degree,1,Massachusetts
17056016,Male,5,English,1-3 days,Every day,Completely confident,Very well,"Vocational, trade, or business school program",Exp 2 ACE,Arizona
17056114,Female,5,English,Every day,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,1,Louisiana
17056515,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Rhode Island
17056639,Female,5,English,Every day,Every day,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 2 ACE,Utah
17056780,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Delaware
17056951,Male,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Rhode Island
17057041,Female,5,English,1-3 days,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Nevada
17057185,Female,5,English,1-3 days,Every day,Completely confident,Very well,High School Graduate or GED,1,Connecticut
17057221,Female,5,English,0 days,Every day,Mostly confident,Not very well,Bachelor’s Degree,Exp 2 ACE,Idaho
17057450,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Associate Degree,1,New Mexico
17057799,Female,5,English,1-3 days,Every day,Completely confident,Not very well,"Vocational, trade, or business school program",1,Iowa
17057828,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Alaska
17057880,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Michigan
17058016,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,Tennessee
17058293,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Mississippi
17058743,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Florida
17059115,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",1,Indiana
17059127,Male,5,English,0 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 2 ACE,New York
17059485,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Indiana
17059514,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Indiana
17059545,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Washington
17059690,Female,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Louisiana
17059714,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Nebraska
17059775,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 2 ACE,Washington
17060329,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Colorado
17060419,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Pennsylvania
17060576,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Doctorate,1,Colorado
17060596,Female,5,English,4-6 days,4-6 days,Mostly confident,Somewhat well,Bachelor’s Degree,Exp 2 ACE,Florida
17060714,Male,5,English,4-6 days,1-3 days,Mostly confident,Somewhat well,High School Graduate or GED,Exp 1 ACE,New Mexico
17060831,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,Associate Degree,Exp 1 ACE,Michigan
17060855,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Wyoming
17061024,Male,5,Other,4-6 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Massachusetts
17061182,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,South Carolina
17061280,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Oklahoma
17061501,Male,5,English,1-3 days,1-3 days,Somewhat confident,Very well,"Some College Credit, no Degree",Exp 1 ACE,Arizona
17061656,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Connecticut
17061779,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,North Carolina
17062241,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Doctorate,1,Rhode Island
17062321,Male,5,English,1-3 days,Every day,Completely confident,Very well,High School Graduate or GED,Exp 2 ACE,Louisiana
17062612,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Vocational, trade, or business school program",Exp 2 ACE,Idaho
17062682,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,District of Columbia
17062726,Female,5,Other,Every day,Every day,Completely confident,Somewhat well,"Some College Credit, no Degree",1,District of Columbia
17062795,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Doctorate,1,Connecticut
17063116,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Virginia
17063161,Male,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Iowa
17063175,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Oklahoma
17063379,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Florida
17063400,Male,5,English,1-3 days,1-3 days,Somewhat confident,Not very well,Bachelor’s Degree,1,Louisiana
17063454,Female,5,English,4-6 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Kentucky
17063559,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Florida
17063968,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,New York
17064151,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",1,Washington
17064389,Female,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,Associate Degree,1,Utah
17064629,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Indiana
17064677,Male,5,English,4-6 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Maryland
17064685,Female,5,English,4-6 days,Every day,Somewhat confident,Somewhat well,Master’s Degree,Exp 1 ACE,Washington
17064944,Male,5,English,1-3 days,4-6 days,Somewhat confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,New Jersey
17065043,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Wyoming
17065137,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Idaho
17065481,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Connecticut
17065822,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",Exp 1 ACE,Utah
17065923,Female,5,Spanish,1-3 days,1-3 days,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Nevada
17065924,Male,5,English,Every day,Every day,Completely confident,Very well,"Vocational, trade, or business school program",1,Nevada
17066173,Female,5,English,1-3 days,0 days,Completely confident,Somewhat well,Master’s Degree,Exp 2 ACE,Tennessee
17066872,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,New Mexico
17066902,Male,5,English,Every day,4-6 days,Completely confident,Very well,Master’s Degree,1,South Carolina
17066937,Male,5,English,Every day,Every day,Mostly confident,Very well,Bachelor’s Degree,1,California
17067964,Male,5,English,0 days,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Vermont
17068376,Female,5,English,1-3 days,1-3 days,Somewhat confident,Somewhat well,Bachelor’s Degree,Exp 2 ACE,Arkansas
17068402,Male,5,English,0 days,1-3 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Wisconsin
17068505,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,Exp 1 ACE,West Virginia
17068781,Male,5,Spanish,Every day,Every day,Completely confident,Very well,Master’s Degree,1,Texas
17068800,Male,5,English,Every day,1-3 days,Completely confident,Very well,High School Graduate or GED,1,Iowa
17068934,Female,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Kansas
17068980,Male,5,English,4-6 days,Every day,Somewhat confident,Very well,Master’s Degree,Exp 1 ACE,Illinois
17069760,Female,5,Spanish,4-6 days,4-6 days,Completely confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Minnesota
17069945,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Florida
17070039,Female,5,English,1-3 days,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,North Dakota
17070121,Female,5,Other,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Missouri
17070148,Male,5,English,1-3 days,Every day,Completely confident,Somewhat well,Master’s Degree,1,Michigan
17070155,Female,5,English,4-6 days,4-6 days,Mostly confident,Very well,Bachelor’s Degree,1,Ohio
17070305,Male,5,Spanish,4-6 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",1,Indiana
17070460,Male,5,Other,1-3 days,1-3 days,Mostly confident,Somewhat well,Bachelor’s Degree,1,New York
17070573,Male,5,English,4-6 days,Every day,Mostly confident,Somewhat well,Master’s Degree,1,Colorado
17070725,Male,5,Spanish,4-6 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Nebraska
17070823,Male,5,Other,1-3 days,Every day,Completely confident,Somewhat well,Doctorate,Exp 1 ACE,Michigan
17070851,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,South Carolina
17070854,Male,5,English,4-6 days,4-6 days,Completely confident,Very well,Associate Degree,1,South Carolina
17070929,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,"Some College Credit, no Degree",Exp 1 ACE,Arkansas
17070941,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Mississippi
17071040,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Florida
17071085,Female,5,English,4-6 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Louisiana
17071104,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,Nebraska
17071831,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Utah
17072074,Male,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,Exp 1 ACE,Nevada
17072111,Male,5,English,Every day,Every day,Completely confident,Very well,Doctorate,1,Montana
17072112,Female,5,English,1-3 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Arkansas
17072631,Male,5,English,1-3 days,1-3 days,Not at all confident,Somewhat well,Master’s Degree,1,Maine
17072650,Male,5,English,4-6 days,Every day,Completely confident,Very well,Associate Degree,1,Florida
17072814,Female,5,English,4-6 days,Every day,Completely confident,Somewhat well,Doctorate,1,North Dakota
17073168,Male,5,English,0 days,1-3 days,Somewhat confident,Somewhat well,High School Graduate or GED,Exp 2 ACE,Vermont
17073266,Male,5,English,0 days,Every day,Completely confident,Very well,Bachelor’s Degree,1,Maine
17073374,Female,5,English,Every day,1-3 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Connecticut
17073796,Male,5,English,1-3 days,Every day,Completely confident,Very well,Master’s Degree,1,Delaware
17074213,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Doctorate,1,District of Columbia
17074342,Male,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Master’s Degree,1,District of Columbia
17074422,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 2 ACE,District of Columbia
17074795,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Kentucky
17074838,Male,5,English,1-3 days,1-3 days,Somewhat confident,Very well,High School Graduate or GED,1,North Carolina
17075258,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,South Dakota
17075457,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Minnesota
17075561,Male,5,English,1-3 days,4-6 days,Completely confident,Very well,High School Graduate or GED,1,Kentucky
17075656,Female,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,1,North Carolina
17075845,Male,5,English,1-3 days,1-3 days,Completely confident,Very well,"Vocational, trade, or business school program",Exp 1 ACE,West Virginia
17076020,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Kansas
17076187,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Iowa
17076276,Male,5,English,4-6 days,Every day,Completely confident,Somewhat well,Master’s Degree,1,Oklahoma
17076580,Female,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,1,Kentucky
17076719,Female,5,English,1-3 days,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,Colorado
17076760,Male,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Utah
17076765,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,Exp 1 ACE,Louisiana
17077003,Male,5,English,Every day,Every day,Completely confident,Very well,Bachelor’s Degree,Exp 1 ACE,Mississippi
17077052,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Pennsylvania
17077214,Male,5,English,4-6 days,1-3 days,Completely confident,Very well,"Some College Credit, no Degree",1,New Mexico
17077368,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Master’s Degree,1,Minnesota
17077374,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Bachelor’s Degree,1,Missouri
17077526,Female,5,English,1-3 days,1-3 days,Completely confident,Very well,Bachelor’s Degree,1,Washington
17077569,Male,5,English,Every day,4-6 days,Mostly confident,Very well,Bachelor’s Degree,1,Washington
17077787,Female,5,English,4-6 days,1-3 days,Completely confident,Very well,9th-12th grade; No diploma,1,Texas
17077811,Male,5,Other,Every day,Every day,Completely confident,Very well,Master’s Degree,1,New Mexico
17077824,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,Exp 1 ACE,Massachusetts
17077954,Male,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Vermont
17078082,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Wyoming
